1
1 100.0 "[[ 0.         0.9290913]]" 0.92909129526661238 0.0 0.0050000000000000044
1 10.0 "[[ 0.          2.43378466]]" 2.4337846645667787 0.0 0.0050000000000000044
1 5.0 "[[ 0.          2.93356982]]" 2.9335698237730883 0.0 0.0050000000000000044
1 2.0 "[[-0.05471136  3.67898913]]" 3.6793959269711367 0.0 0.0
1 1.0 "[[-0.18931004  4.36780018]]" 4.3719008160777486 0.0 0.0
1 0.5 "[[-0.31865581  5.13453257]]" 5.1444111639935981 0.0 0.0
1 0.2 "[[-0.48074734  6.28330242]]" 6.3016670297691189 0.0 0.0
1 0.1 "[[-0.60906947  7.19242671]]" 7.2181692713320915 0.0 0.0
1 0.001 "[[ -1.13865084  12.15667308]]" 12.209882310267643 0.0 0.0
1 1e-51 "[[ -1.10128691  11.41180904]]" 11.46482526907573 0.0 0.0
2 100.0 "[[ 0.01537502  0.95741541]]" 0.95753885365352753 0.0 0.0050000000000000044
2 10.0 "[[-0.01716593  1.9665497 ]]" 1.9666246181700204 0.0 0.0
2 5.0 "[[-0.05039288  2.33832383]]" 2.338866769370552 0.0 0.0
2 2.0 "[[-0.1162495  2.8911888]]" 2.8935249516062265 0.0 0.0
2 1.0 "[[-0.18293729  3.36791697]]" 3.3728816712756315 0.0 0.0
2 0.5 "[[-0.25922815  3.89165102]]" 3.9002752327576502 0.0 0.0
2 0.2 "[[-0.37331767  4.67506947]]" 4.689951024127204 0.0 0.0
2 0.1 "[[-0.46420343  5.30635537]]" 5.3266210841464723 0.0 0.0
2 0.001 "[[-0.99957442  9.69088734]]" 9.7423019057996463 0.0 0.0
2 1e-51 "[[ -1.21605761  11.73489311]]" 11.797733359772222 0.0 0.0
2
1 1.0 "[[ 1.78687192  0.        ]]" 1.786871923438756 0.17500000000000004 0.19499999999999995
1 0.5 "[[ 1.8056234  0.       ]]" 1.8056233975565856 0.17500000000000004 0.19499999999999995
1 0.2 "[[  1.81701152e+00   5.89120811e-04]]" 1.8170116122434392 0.17500000000000004 0.19499999999999995
1 0.1 "[[  1.82091958e+00   1.45587318e-03]]" 1.820920158823629 0.17500000000000004 0.19499999999999995
1 0.001 "[[ 1.8247838   0.00230683]]" 1.8247852551905974 0.17500000000000004 0.19499999999999995
1 1e-51 "[[ 1.82487249  0.00236095]]" 1.8248740142051243 0.17500000000000004 0.19499999999999995
2 2.0 "[[  1.71810950e+00   2.52956964e-04]]" 1.7181095157802901 0.17500000000000004 0.19499999999999995
2 1.0 "[[  1.76833368e+00   1.24387569e-03]]" 1.7683341163444943 0.17500000000000004 0.19499999999999995
2 0.5 "[[  1.79571742e+00   1.77457732e-03]]" 1.7957182983054427 0.17500000000000004 0.19499999999999995
2 0.2 "[[ 1.81298144  0.00210522]]" 1.8129826634972128 0.17500000000000004 0.19499999999999995
2 0.1 "[[ 1.81888558  0.00221756]]" 1.8188869318960177 0.17500000000000004 0.19499999999999995
2 0.001 "[[ 1.82480744  0.00232985]]" 1.8248089258393276 0.17500000000000004 0.19499999999999995
2 1e-51 "[[ 1.82486765  0.00233099]]" 1.8248691403378061 0.17500000000000004 0.19499999999999995
1 100.0 "[[ 0.48767159  0.        ]]" 0.48767159151312839 0.18000000000000005 0.18999999999999995
1 10.0 "[[ 1.52174135  0.        ]]" 1.5217413511708993 0.18000000000000005 0.18999999999999995
1 2.0 "[[ 1.75115007  0.        ]]" 1.7511500670582296 0.18000000000000005 0.18999999999999995
2 5.0 "[[ 1.5944777  -0.00223635]]" 1.5944792641038683 0.18000000000000005 0.18999999999999995
1 5.0 "[[ 1.65302197  0.        ]]" 1.6530219732155595 0.18500000000000005 0.18999999999999995
2 100.0 "[[ 0.70811823 -0.01171097]]" 0.70821506054846228 0.18500000000000005 0.18999999999999995
2 10.0 "[[ 1.44413789 -0.00532824]]" 1.4441477179288411 0.18500000000000005 0.18999999999999995
3
1 2.0 "[[-0.10285003  6.13449359]]" 6.1353557117695425 0.025000000000000022 0.035000000000000031
2 0.5 "[[-0.22740846  5.86810997]]" 5.8725147273977267 0.025000000000000022 0.035000000000000031
1 0.2 "[[ -0.36575252  11.35689748]]" 11.362785545225529 0.030000000000000027 0.04500000000000004
1 0.1 "[[ -0.4071875   12.30559587]]" 12.3123308645897 0.030000000000000027 0.050000000000000044
2 1.0 "[[-0.20814065  4.8715839 ]]" 4.8760283254871197 0.030000000000000027 0.030000000000000027
1 1.0 "[[-0.18835643  7.76076916]]" 7.7630545568771545 0.035000000000000031 0.04500000000000004
1 0.5 "[[-0.27613043  9.46516135]]" 9.469188318676812 0.035000000000000031 0.04500000000000004
1 0.001 "[[ -0.45815229  13.5545567 ]]" 13.562297401865587 0.035000000000000031 0.050000000000000044
1 1e-51 "[[ -0.45852264  13.56208638]]" 13.569835296052252 0.035000000000000031 0.050000000000000044
2 2.0 "[[-0.19236989  4.02572261]]" 4.0303162012929663 0.035000000000000031 0.030000000000000027
2 0.2 "[[-0.26694207  7.42077181]]" 7.4255715146414527 0.035000000000000031 0.04500000000000004
2 0.1 "[[-0.30901382  8.72763494]]" 8.733103756261464 0.035000000000000031 0.04500000000000004
2 0.001 "[[ -0.45567027  13.45988649]]" 13.467597398173949 0.035000000000000031 0.050000000000000044
2 1e-51 "[[ -0.45997358  13.61613741]]" 13.623904490589236 0.035000000000000031 0.050000000000000044
1 5.0 "[[ 0.          4.39579072]]" 4.3957907202828057 0.040000000000000036 0.025000000000000022
2 5.0 "[[-0.16620239  3.08970206]]" 3.0941690422938297 0.050000000000000044 0.030000000000000027
1 10.0 "[[ 0.          3.38190777]]" 3.3819077710008054 0.055000000000000049 0.040000000000000036
1 100.0 "[[ 0.          0.88319446]]" 0.88319446174703742 0.060000000000000053 0.040000000000000036
2 100.0 "[[-0.06100604  0.94696822]]" 0.94893126106010284 0.060000000000000053 0.040000000000000036
2 10.0 "[[-0.14166629  2.48534472]]" 2.4893789801760713 0.060000000000000053 0.030000000000000027
4
1 100.0 "[[ 0.  0.]]" 0.0 0.5 0.5
1 2.0 "[[-0.02056415 -0.01965606]]" 0.028447233978065766 0.50249999999999995 0.5
1 1.0 "[[-0.02264641 -0.0216913 ]]" 0.031358775506479065 0.50249999999999995 0.5
1 0.5 "[[-0.02368591 -0.0227113 ]]" 0.032815022101632563 0.50249999999999995 0.5
1 0.2 "[[-0.02431011 -0.02332263]]" 0.033688668088074657 0.50249999999999995 0.5
1 0.1 "[[-0.02452048 -0.02352479]]" 0.033980429718404905 0.50249999999999995 0.5
2 100.0 "[[-0.02047867 -0.01970444]]" 0.028419017720875097 0.50249999999999995 0.5
1 5.0 "[[-0.01432647 -0.01355201]]" 0.019720668780834654 0.50750000000000006 0.50249999999999995
1 0.001 "[[-0.02473438 -0.02372348]]" 0.034272335348979971 0.50750000000000006 0.50249999999999995
1 1e-51 "[[-0.02473661 -0.0237256 ]]" 0.034275414858502544 0.50750000000000006 0.50249999999999995
2 10.0 "[[-0.0242323  -0.02325099]]" 0.033582929893939129 0.50750000000000006 0.50249999999999995
2 5.0 "[[-0.02448184 -0.0234859 ]]" 0.033925629520372348 0.50750000000000006 0.50249999999999995
2 2.0 "[[-0.02463407 -0.02362914]]" 0.034134644087634135 0.50750000000000006 0.50249999999999995
2 1.0 "[[-0.02468524 -0.02367728]]" 0.034204892066584176 0.50750000000000006 0.50249999999999995
